title,action,label
Get Married,Purchase an engagement ring.,minutes
Edit Video With Avidemux,Change the file size of the video.,minutes
Use Number Filter in Worksheet with Kingsoft Spreadsheets 20,Select the column(s) you want to filter.,seconds
Use Number Filter in Worksheet with Kingsoft Spreadsheets 20,Review the drop-down button that appears.,seconds
Use Number Filter in Worksheet with Kingsoft Spreadsheets 20,Click the drop-down button.,seconds
Use Number Filter in Worksheet with Kingsoft Spreadsheets 20,Specify the filter condition.,seconds
Use Number Filter in Worksheet with Kingsoft Spreadsheets 20,Select the Above Average or the Below Average option.,seconds
Use Mouse Gestures,Install application software that supports mouse gestures.,minutes
Use Mouse Gestures,Turn mouse gestures on.,minutes
Use Mouse Gestures,Use mouse gestures.,minutes
Write Footnotes,Type a bibliographic note.,hours
Edit Video With Avidemux,Adjust the colors.,minutes
Get Closer to Your Partner After Having Kids,Attend couples counseling.,hours
Get Along with a Spouse,Understand how your partner expresses love.,days
Defend Traditional Marriage,Think about why you support traditional marriage.,minutes
Troubleshoot iPhone Apps Not Updating,Open the Settings app.,seconds
Troubleshoot iPhone Apps Not Updating,Tap Wi-Fi.,seconds
Troubleshoot iPhone Apps Not Updating,Connect to a wireless network.,seconds
Troubleshoot iPhone Apps Not Updating,Reboot your router.,seconds
Troubleshoot iPhone Apps Not Updating,Connect to a different Wi-Fi network.,seconds
Create a Slideshow,Open the program.,seconds
Create a Slideshow,Do a practice run.,minutes
Critique Creative Writing,Begin with a summary of what you got from the work.,hours
Critique Creative Writing,Tell the author what didn't work why and suggest how to fix it.,hours
Critique Creative Writing,Give the author what he or she needs to refer to when incorporating your feedback.,minutes
Create a Slideshow,Review your slideshow.,minutes
Deal With Lectures,Have a coffee or tea prior to the lecture.,minutes
Seduce a Pisces,Plan something romantic and off the beaten path.,hours
Convert Video to MP,Visit a conversion site.,hours
Use Christmas Lights Safely,Use specialized hooks when hanging lights on your gutter or windows.,minutes
Download YouTube Videos on a Mac (Chrome Method),Launch Google Chrome.,seconds
Download YouTube Videos on a Mac (Chrome Method),Open the Library folder on your hard drive.,minutes
Download YouTube Videos on a Mac (Chrome Method),Rename the extension.,minutes
Make Your Own Christmas Decorations,Wrap candles for an instant centerpiece.,minutes
Make Your Own Christmas Decorations,Decorate a plain wreath.,minutes
Create a Graph in Excel,Plot a break even chart.,minutes
Create a Graph in Excel,Learn how to graph a histogram.,minutes
Create a Graph in Excel,Do trend analysis.,hours
Compress Video,Choose your settings.,days
Compress Video,Select compatibility.,hours
Reference Essays,Format the Works Cited page.,minutes
Prepare Payroll in Excel,Access the payroll or pay stubs for your employees.,minutes
Manage a Toddler While Caring for an Infant,Teach your toddler how to interact with the baby.,minutes
Start a College Essay,Define your audience.,minutes
Prepare for a Second Child,Join a parental support group.,minutes
Add Subtitles to a Downloaded Video,Download and install VLC Player.,minutes
Have Fun While Writing an Essay,Pretend the topic is awesome.,minutes
Have Fun While Writing an Essay,Think outside of the box.,minutes
Have Fun While Writing an Essay,Don't fret.,minutes
Parent Children with Opposite Personalities,Remind them of the importance of their relationship.,minutes
Parent Children with Opposite Personalities,Give them enough personal space.,seconds
Make an Ocean Diorama for Earth Day,Draw an ocean scene on your background paper as depicted in your sketch.,minutes
Love Your Child (Indian Culture),Stop pressuring your kids to fulfill your unfulfilled dreams and expectations.,hours
Calculate Number of Days Between Two Dates in Excel,Add the start date and end date.,days
Calculate Number of Days Between Two Dates in Excel,Know the formula and write it.,minutes
Pair Jawbone Headsets and Speakers,Prepare your phone or computer to pair with your speakers.,minutes
Make Weeknight Dinners Less Stressful when You Have Young Kids,Reduce distracting background noise.,minutes
Make Weeknight Dinners Less Stressful when You Have Young Kids,Remove clutter.,minutes
Make an Ocean Diorama for Earth Day,Cover the top and sides of your diorama with a large piece of construction paper if you have many pieces of thread poking through the top.,minutes
Add Grid Lines to Your Excel Spreadsheet,Open an Excel file.,seconds
Add Grid Lines to Your Excel Spreadsheet,Access the Tool Options menu.,seconds
Listen to a Lecture on iTunes U,Play a lecture.,minutes
Keep Your Kids from Eating Too Much Junk Food,Prepare alternatives that are healthier than junk food.,minutes
Keep Your Kids from Eating Too Much Junk Food,Tell your children the disadvantages of eating too much junk food.,minutes
Mute Sounds on the Apple Watch,Swipe the screen from the bottom up.,minutes
Mute Sounds on the Apple Watch,Tap the bell icon.,minutes
Copy Formulas in Excel,Enter the formula into one cell.,seconds
Stream Your GoPro to Your PC Using VLC Media Player,Configure VLC Media Player.,minutes
Maintain Pellet Stoves,Scrape off any ash on the insides.,minutes
Maintain Pellet Stoves,Clear the heat exchangers.,minutes
Maintain Pellet Stoves,Take care of the hopper and auger.,minutes
Activate a Verizon iPhone,Back up your contacts.,minutes
Activate a Verizon iPhone,Finish the setup process.,minutes
Activate a Verizon iPhone,Setup your Voicemail.,minutes
Take Parenting Classes,Participate to get the most out of class.,hours
Take Parenting Classes,Take notes to remember the class material.,minutes
Take Parenting Classes,Talk to your classmates to hear other perspectives.,minutes
Update iOS,Open Settings.,days
Take Your Child to the Dentist,Introduce your child to the dentist.,minutes
Set up Automatic Printing from a Mobile Device,Create a separate free Internet POP-accessible email account like Gmail or Yahoo!.,minutes
Set up Automatic Printing from a Mobile Device,Set up a filter to auto-delete all email that's not from your primary email.,minutes
Set up Automatic Printing from a Mobile Device,Set up the automatic print email program to check and print both the email message and attachment automatically or whichever you prefer.,minutes
Set up Automatic Printing from a Mobile Device,When you get an email on your mobile device just forward it to this new email account to send it to the printer!,hours
Live Green,Favor green appliances.,seconds
Live Green,Rethink your heating and cooling solutions.,minutes
Use Any DVD Converter to Merge Video Files/Clips,Open your first video clip in Avidemux.,seconds
Use Any DVD Converter to Merge Video Files/Clips,Append the second video clip.,seconds
Respond when Your Child Wants to Quit,Make sure your child understands that you are still proud of them.,minutes
Recruit Volunteers,Demonstrate the benefits of volunteering.,minutes
Recruit Volunteers,Describe the work clearly.,minutes
Recruit Volunteers,Address concerns about qualifications or time commitment.,minutes
Recruit Volunteers,Adjust your message for different demographics.,minutes
Scroll Faster on a Mac,Click on the scrolling speed slider.,hours
Transfer Video,Choose a format for the video you are importing.,minutes
Use the Front Facing Camera on a Samsung Galaxy Note Tablet,Launch a communication app.,seconds
Involve Your Kids in Family Savings Goals,Determine how much everything will cost.,minutes
Involve Your Kids in Family Savings Goals,Plan your meals.,hours
Reset Your Apple ID,Sign out of all accounts that use your ID.,minutes
Reset Your Apple ID,Edit your Apple ID.,minutes
Format Text as Code in Discord,Write your code.,minutes
Help Your Child Succeed in a Large Class,Talk to your child's teacher about your child's abilities.,hours
Help Your Child Succeed in a Large Class,Learn the dress code.,minutes
Make Windows Detect a USB Flash Disk,Verify the USB Flash Disk storage integrity in Disk Manager.,minutes
Make a Coloring Book for Young Children,Bring together your designs.,minutes
View News Events on Your Android Lock Screen,Decide whether to have live cricket scores on the lockscreen.,minutes
View News Events on Your Android Lock Screen,Enable the News feature.,minutes
View News Events on Your Android Lock Screen,Select a news category.,hours
Execute an SQL Query,Fill in the following fields.,seconds
Handle Growing Up Milestones,Reinforce hard work and smart spending with a job.,longer
Get Your Kids to Play Outdoors,Model good outdoor behavior.,minutes
Get Your Kids to Play Outdoors,Establish ground rules.,minutes
Choose a Dog Suitable for a Single Adult,Ensure your home is safe for the dog you're considering.,minutes
Change the Background Color in Adobe Illustrator,Start by opening any graphic file.,days
Disable the Camera and FaceTime on iOS,Tap the Settings on your iPhone or iPad.,minutes
Complain About Radio Show Hosts Who Use Their Position for Personal Deals,Blog about it.,hours
Free Up Space on Your iPhone,Unlock your iPhone.,seconds
Use Livestation,Browse the Channels that Come with the Programme.,minutes
Declutter when You Have Kids,Decide what to do with the items you don't want.,minutes
Declutter when You Have Kids,Sort and store the kids' toys.,minutes
Declutter when You Have Kids,Decide what to display and what to hide.,minutes
Change the World As an Individual,Identify your talents and interests.,minutes
Change the World As an Individual,Volunteer your time.,minutes
Use JSON,Create arrays for multiple objects.,minutes
Duplicate Slides in PowerPoint,Double-click your PowerPoint presentation if it isn't open.,seconds
Duplicate Slides in PowerPoint,Click a slide's icon in the sidebar.,seconds
Duplicate Slides in PowerPoint,Click your Mac's Insert menu item.,seconds
Duplicate Slides in PowerPoint,Click Duplicate Slide.,seconds
Make Your Own iPhone Case,Plan your design.,minutes
Take Care of Your Grandchildren on Summer Vacation,Look online for companies that specialize in arranging vacation trips for grandparents and grandchildren.,minutes
